--- Manifest dan Laporan Verifikasi untuk Set: train ---

# Ringkasan
  - Jumlah gambar: 3848
  - Jumlah baris transkripsi: 3848
  - Status: Cocok. Setiap gambar memiliki transkripsi.

# Daftar File Manifest (gambar | transkripsi)
images/3319_NL-HaNA_1.04.02_1211_0220.tif_r2l23.jpg | maeckt, niet al te veel behoorde te betrouwen, want
images/3320_NL-HaNA_1.04.02_1211_0220.tif_r2l24.jpg | moet het swaerste het lichste altijt overwegen; buyten
images/3321_NL-HaNA_1.04.02_1211_0220.tif_r2l25.jpg | datte connen wij anders mede wel gelooven, ende het
images/3322_NL-HaNA_1.04.02_1211_0220.tif_r2l26.jpg | is buijten tegenspreken seecker , dat Molucco met
images/3323_NL-HaNA_1.04.02_1211_0220.tif_r2l27.jpg | duijsent man beter bewaert ende versekerder soude
images/3324_NL-HaNA_1.04.02_1211_0220.tif_r2l28.jpg | sijn, als met 200 : a 250, maer hoe, off waer, raecken
images/3325_NL-HaNA_1.04.02_1211_0220.tif_r2l29.jpg | wij daer doch aen? Ende dan van de noot een duecht
images/3326_NL-HaNA_1.04.02_1211_0220.tif_r2l3.jpg | pouatte ..... 10
images/3327_NL-HaNA_1.04.02_1211_0220.tif_r2l30.jpg | moetende werden gemaeckt, willen wij niet twijffelen,
images/3328_NL-HaNA_1.04.02_1211_0220.tif_r2l31.jpg | off sal U E wel begrijpen konnen, dat wij, als ons de
images/3329_NL-HaNA_1.04.02_1211_0220.tif_r2l5.jpg | Batsian .... 16
images/3330_NL-HaNA_1.04.02_1211_0220.tif_r2l7.jpg | Callaboqua .... 15
images/3331_NL-HaNA_1.04.02_1211_0220.tif_r2l9.jpg | Toluco kan .... 15
images/3332_NL-HaNA_1.04.02_1391_0699.tif_line_1648477865243_273.jpg | 689.
images/3333_NL-HaNA_1.04.02_1391_0699.tif_line_1648477917311_278.jpg | Amboina In't casteel Victoria.
images/3334_NL-HaNA_1.04.02_1391_0699.tif_line_1648477963649_292.jpg | 't kan eghter wel begrepen
images/3335_NL-HaNA_1.04.02_1391_0699.tif_line_1648477977462_297.jpg | werden .
images/3336_NL-HaNA_1.04.02_1391_0699.tif_line_1648478047455_314.jpg | heeren weesmeesteren ontsien
images/3337_NL-HaNA_1.04.02_1391_0699.tif_line_1648478075041_319.jpg | hun 't selve in hare remonstran,,
images/3338_NL-HaNA_1.04.02_1391_0699.tif_line_1648478095806_324.jpg | ,,tie te vertoonen .
images/3339_NL-HaNA_1.04.02_1391_0699.tif_line_1648478141096_341.jpg | men kan daerbij niet sien
images/3340_NL-HaNA_1.04.02_1391_0699.tif_line_1648478163436_346.jpg | hoe veel aan de bandase
images/3341_NL-HaNA_1.04.02_1391_0699.tif_line_1648478180722_351.jpg | weesen uitgereijkt zij.
images/3342_NL-HaNA_1.04.02_1391_0699.tif_line_1648478216616_365.jpg | klagten dierwegen door
images/3343_NL-HaNA_1.04.02_1391_0699.tif_line_1648478234461_370.jpg | sommige luijden gedaen.
images/3344_NL-HaNA_1.04.02_1391_0699.tif_line_1679061926173_821.jpg | ,,vloedige en genoeghsame getuijgen zijn geweest
images/3345_NL-HaNA_1.04.02_1391_0699.tif_line_1679061926173_822.jpg | ,,vloedige en genoeghsame getuijgen zijn geweest
images/3346_NL-HaNA_1.04.02_1391_0699.tif_r2l10.jpg | maer noodigh hebben geaght, daer van simpelijk
images/3347_NL-HaNA_1.04.02_1391_0699.tif_r2l11.jpg | te uijten; van gevoelen te wesen ,dat d' E:
images/3348_NL-HaNA_1.04.02_1391_0699.tif_r2l12.jpg | heeren weesmeesteren zigh ontsien tentoon
images/3349_NL-HaNA_1.04.02_1391_0699.tif_r2l15.jpg | te spreijen, in hoedaniger voegen de Cappitalen
images/3350_NL-HaNA_1.04.02_1391_0699.tif_r2l17.jpg | der genaemde buijten lantse mondige, 'tzij in
images/3351_NL-HaNA_1.04.02_1391_0699.tif_r2l18.jpg | brieven, of gereeden gelde, zoo na Batavia
images/3352_NL-HaNA_1.04.02_1391_0699.tif_r2l19.jpg | geremitteert ,als door andere wegen uijt de
images/3353_NL-HaNA_1.04.02_1391_0699.tif_r2l20.jpg | weeskamer gekomen zijn, want een nette
images/3354_NL-HaNA_1.04.02_1391_0699.tif_r2l22.jpg | specificatie van alles door UE:E: aghtb:re
images/3355_NL-HaNA_1.04.02_1391_0699.tif_r2l23.jpg | overhandight wesende, zoude men ten eersten
images/3356_NL-HaNA_1.04.02_1391_0699.tif_r2l26.jpg | opslagh hebben konnen weten, hoe weijnigh men
images/3357_NL-HaNA_1.04.02_1391_0699.tif_r2l28.jpg | aen binnen lantse, of om wel te zeggen ban,,
images/3358_NL-HaNA_1.04.02_1391_0699.tif_r2l29.jpg | dase weesen tot aflegginge der Cappitalen, &=
images/3359_NL-HaNA_1.04.02_1391_0699.tif_r2l3.jpg | zijnde waerlijk een zaeke, waer van de beweegh,,
images/3360_NL-HaNA_1.04.02_1391_0699.tif_r2l30.jpg | in bovengenoemde tijt heeft uijt gereijckt,
images/3361_NL-HaNA_1.04.02_1391_0699.tif_r2l31.jpg | en voldaan, en of wel schoon deklaghten
images/3362_NL-HaNA_1.04.02_1391_0699.tif_r2l32.jpg | UE:E: aghtb:re staende ons aenwesen in Banda
images/3363_NL-HaNA_1.04.02_1391_0699.tif_r2l35.jpg | dagelijcx te voren gecomen, daer van over =
images/3364_NL-HaNA_1.04.02_1391_0699.tif_r2l37.jpg | zoo
images/3365_NL-HaNA_1.04.02_1391_0699.tif_r2l5.jpg | redenen bij UE:E: achtb:re en ons zeer wel
images/3366_NL-HaNA_1.04.02_1391_0699.tif_r2l7.jpg | en misschien bij andere swaerlijk begrepen
images/3367_NL-HaNA_1.04.02_1391_0699.tif_r2l9.jpg | zullen kunnen werden, mits welcken wij alleen
images/3368_NL-HaNA_1.04.02_1513_0632_line_1648479840333_458.jpg | A:o 1692. April Banda in t Casteel Nassauw.
images/3369_NL-HaNA_1.04.02_1513_0632_line_1649155479783_78.jpg | dat in den jare 1682. volgens doopbrieff daar van
images/3370_NL-HaNA_1.04.02_1513_0632_line_1649155534022_87.jpg | d'Ed=le H=r Cornelis Speelman gouv=r generaal
images/3371_NL-HaNA_1.04.02_1513_0632_line_1650894470346_1938.jpg | 122
images/3372_NL-HaNA_1.04.02_1513_0632_r1l10.jpg | vrij seer groot is:) tot d'E: Comp: ook Christelijke
images/3373_NL-HaNA_1.04.02_1513_0632_r1l11.jpg | religie, uEd=e bekent te maken, en Eerstelijk hoe
images/3374_NL-HaNA_1.04.02_1513_0632_r1l13.jpg | zijnde op batavia gedoopt ben, en vervolgens aan
images/3375_NL-HaNA_1.04.02_1513_0632_r1l16.jpg | van nederlands india, als mede Sijn Ed=ens hoog
images/3376_NL-HaNA_1.04.02_1513_0632_r1l17.jpg | agtb=e raden versogt heb, dat wij mogte werden vergunt
images/3377_NL-HaNA_1.04.02_1513_0632_r1l18.jpg | en toegestaan om in banda te komen, en van
images/3378_NL-HaNA_1.04.02_1513_0632_r1l20.jpg | daar mede na die land van Tenimber te nemen
images/3379_NL-HaNA_1.04.02_1513_0632_r1l21.jpg | een leermeester om mij ons heel geslagt, en andere
images/3380_NL-HaNA_1.04.02_1513_0632_r1l22.jpg | inwoonders alhier, in de Christelijke gereformeerde
images/3381_NL-HaNA_1.04.02_1513_0632_r1l23.jpg | religie te instrueeren, ook eenige militaire soo
images/3382_NL-HaNA_1.04.02_1513_0632_r1l24.jpg | tot mijn bewaringe, als om dit land in cas van
images/3383_NL-HaNA_1.04.02_1513_0632_r1l25.jpg | eenige voorvallende questien, door goede midde,,
images/3384_NL-HaNA_1.04.02_1513_0632_r1l26.jpg | len in vrede te stellen, allen 't welk toegestaan is
images/3385_NL-HaNA_1.04.02_1513_0632_r1l27.jpg | en wijders wij belooft, en op batavia aangesegt
images/3386_NL-HaNA_1.04.02_1513_0632_r1l28.jpg | is, van vermits alrede Christen was, alhier voor
images/3387_NL-HaNA_1.04.02_1513_0632_r1l29.jpg | Een seer orangkaij en gesaghebber soude gekent en
images/3388_NL-HaNA_1.04.02_1513_0632_r1l3.jpg | Ed=e gebiedent Heer
images/3389_NL-HaNA_1.04.02_1513_0632_r1l30.jpg | voorgesteld werden, bovendien mij terhand gesteld,
images/3390_NL-HaNA_1.04.02_1513_0632_r1l31.jpg | de quaniteijt van 2 a 3 hondert Rx: aan Coopman,,
images/3391_NL-HaNA_1.04.02_1513_0632_r1l32.jpg | schap, om alhier voor d'E: comp: slaven schildpads,,
images/3392_NL-HaNA_1.04.02_1513_0632_r1l33.jpg | hoorn, amber, en wat meer alhier voorvalt
images/3393_NL-HaNA_1.04.02_1513_0632_r1l34.jpg | ue
images/3394_NL-HaNA_1.04.02_1513_0632_r1l4.jpg | De chialoup van den Bandas vrijborger S=r
images/3395_NL-HaNA_1.04.02_1513_0632_r1l5.jpg | Aarnout de Begue , alhier gearriveert sijnd, heb de
images/3396_NL-HaNA_1.04.02_1513_0632_r1l6.jpg | vrijh:t genomen, UEd=e bij retour derselver, dese
images/3397_NL-HaNA_1.04.02_1513_0632_r1l7.jpg | mijne geringe letteren toe te schikken, en door de
images/3398_NL-HaNA_1.04.02_1513_0632_r1l8.jpg | selve mijnen staad en: nood, mede goede
images/3399_NL-HaNA_1.04.02_1513_0632_r1l9.jpg | genegenth:t soo van mij als ons gehele geslagte ( tgeen
images/3400_NL-HaNA_1.04.02_1533_0203_line_1648538636909_25.jpg | 183
images/3401_NL-HaNA_1.04.02_1533_0203_line_1649158393411_156.jpg | daer naedoet den gouvern:r bekentmaeken
images/3402_NL-HaNA_1.04.02_1533_0203_line_1679062089623_853.jpg | van het door uw Hoogh:t gecogte slavinnetje
images/3403_NL-HaNA_1.04.02_1533_0203_line_1679062089626_854.jpg | van het door uw Hoogh:t gecogte slavinnetje
images/3404_NL-HaNA_1.04.02_1533_0203_r1l10.jpg | de Heere vrede, gesondh=t
images/3405_NL-HaNA_1.04.02_1533_0203_r1l11.jpg | welvaren en een Lang Leven
images/3406_NL-HaNA_1.04.02_1533_0203_r1l12.jpg | op desen aerde gelieve te
images/3407_NL-HaNA_1.04.02_1533_0203_r1l13.jpg | verlenen amen.
images/3408_NL-HaNA_1.04.02_1533_0203_r1l15.jpg | dat wij onder dato 24:e feb=r en 19: deser om
images/3409_NL-HaNA_1.04.02_1533_0203_r1l16.jpg | standig aen uw Hoogh:t gesr: en den 23: daer
images/3410_NL-HaNA_1.04.02_1533_0203_r1l17.jpg | aen p:r den boodtschapper ragmat Zeerwel
images/3411_NL-HaNA_1.04.02_1533_0203_r1l18.jpg | hebben ontfangen desselfs twee stx: Briefkens
images/3412_NL-HaNA_1.04.02_1533_0203_r1l19.jpg | aenden gouvern:r en Raedt gesr: , welcke wij als
images/3413_NL-HaNA_1.04.02_1533_0203_r1l2.jpg | Den gouverneur en
images/3414_NL-HaNA_1.04.02_1533_0203_r1l20.jpg | nu soo kort als doenlij: weesen zal gedencken
images/3415_NL-HaNA_1.04.02_1533_0203_r1l21.jpg | te beantwoorden, voor eene zeggende, dat
images/3416_NL-HaNA_1.04.02_1533_0203_r1l22.jpg | wij in op ged:te onse missive van dato 24:e feb=r
images/3417_NL-HaNA_1.04.02_1533_0203_r1l23.jpg | iongstleeden bereets hebben gezegt, wat ten belange
images/3418_NL-HaNA_1.04.02_1533_0203_r1l25.jpg | zij
images/3419_NL-HaNA_1.04.02_1533_0203_r1l3.jpg | direct:r Cornelis van den
images/3420_NL-HaNA_1.04.02_1533_0203_r1l4.jpg | duijn, mitsgaders der
images/3421_NL-HaNA_1.04.02_1533_0203_r1l5.jpg | raadt in molucco senden
images/3422_NL-HaNA_1.04.02_1533_0203_r1l6.jpg | desen Brief uijt een suijver
images/3423_NL-HaNA_1.04.02_1533_0203_r1l7.jpg | en reijn Herte aan sijn
images/3424_NL-HaNA_1.04.02_1533_0203_r1l8.jpg | Hoogh:t alawadin kon:
images/3425_NL-HaNA_1.04.02_1533_0203_r1l9.jpg | van Batchian, wien godt
images/3426_NL-HaNA_1.04.02_1657_0023.tif_line_1648541442672_83.jpg | 12
images/3427_NL-HaNA_1.04.02_1657_0023.tif_line_1648541567126_110.jpg | de resolutie, en het rapport van den eerste
images/3428_NL-HaNA_1.04.02_1657_0023.tif_line_1648541612587_116.jpg | clerq, daar toe gehorende, leggen hier
images/3429_NL-HaNA_1.04.02_1657_0023.tif_line_1648541622510_121.jpg | besijden .
images/3430_NL-HaNA_1.04.02_1657_0023.tif_line_1648541731581_136.jpg | copie dien aangaande .
images/3431_NL-HaNA_1.04.02_1657_0023.tif_line_1679062139296_871.jpg | verre van de waarheijt , en het
images/3432_NL-HaNA_1.04.02_1657_0023.tif_line_1679062139297_872.jpg | verre van de waarheijt , en het
images/3433_NL-HaNA_1.04.02_1657_0023.tif_r1l2.jpg | hoedanig het eijgentlijk gelegen sij, met
images/3434_NL-HaNA_1.04.02_1657_0023.tif_r1l3.jpg | het verleende pardon door den gouv.r
images/3435_NL-HaNA_1.04.02_1657_0023.tif_r1l4.jpg | aan sekere gecondemneerdens.
images/3436_NL-HaNA_1.04.02_1657_0023.tif_r2l1.jpg | bijsonderlijk , aan een off twee
images/3437_NL-HaNA_1.04.02_1657_0023.tif_r2l10.jpg | ,,genoegen
images/3438_NL-HaNA_1.04.02_1657_0023.tif_r2l11.jpg | en 't ander sullen gelieven ,, te
images/3439_NL-HaNA_1.04.02_1657_0023.tif_r2l12.jpg | nemen.
images/3440_NL-HaNA_1.04.02_1657_0023.tif_r2l13.jpg | Dat den gouvern.r Dirk Comans
images/3441_NL-HaNA_1.04.02_1657_0023.tif_r2l14.jpg | op eijgen authoriteijt soude hebben
images/3442_NL-HaNA_1.04.02_1657_0023.tif_r2l15.jpg | pardon verleend aan sekeren
images/3443_NL-HaNA_1.04.02_1657_0023.tif_r2l16.jpg | gecondemneerden mallabaar;
images/3444_NL-HaNA_1.04.02_1657_0023.tif_r2l17.jpg | gelijk als et den gewesen
images/3445_NL-HaNA_1.04.02_1657_0023.tif_r2l18.jpg | fiscaal m.r Cornelis Joan
images/3446_NL-HaNA_1.04.02_1657_0023.tif_r2l19.jpg | Simons gelust heeft, naar
images/3447_NL-HaNA_1.04.02_1657_0023.tif_r2l2.jpg | canoniers off vuurwerkers;
images/3448_NL-HaNA_1.04.02_1657_0023.tif_r2l20.jpg | Batavia te schrijven, is seer
images/3449_NL-HaNA_1.04.02_1657_0023.tif_r2l22.jpg | met
images/3450_NL-HaNA_1.04.02_1657_0023.tif_r2l3.jpg | uijtwijsende , onse genome
images/3451_NL-HaNA_1.04.02_1657_0023.tif_r2l4.jpg | resolutien , in datis 20? Januarij
images/3452_NL-HaNA_1.04.02_1657_0023.tif_r2l5.jpg | 10? en 12? feb: . van 'tselve jaar
images/3453_NL-HaNA_1.04.02_1657_0023.tif_r2l6.jpg | 1699 . op dat subject . en desen
images/3454_NL-HaNA_1.04.02_1657_0023.tif_r2l7.jpg | in copia Extracten versellende;
images/3455_NL-HaNA_1.04.02_1657_0023.tif_r2l8.jpg | onder hope , en in verwagtinge
images/3456_NL-HaNA_1.04.02_1657_0023.tif_r2l9.jpg | dat uEd_eee hoog agtb=eee aan 't een
images/3457_NL-HaNA_1.04.02_1657_0023.tif_r3l1.jpg | is te vinden bij den briev van 4? octb:
images/3458_NL-HaNA_1.04.02_1657_0023.tif_r3l2.jpg | naar Batavia ,
images/3459_NL-HaNA_1.04.02_1657_0023.tif_r5l10.jpg | hem selvs nu in t aangesigt
images/3460_NL-HaNA_1.04.02_1657_0023.tif_r5l11.jpg | spatten. Bij ons schrijvens
images/3461_NL-HaNA_1.04.02_1657_0023.tif_r5l12.jpg | van 4 .e octobr laastleden, naar
images/3462_NL-HaNA_1.04.02_1657_0023.tif_r5l13.jpg | Batavia , waar aan met
images/3463_NL-HaNA_1.04.02_1657_0023.tif_r5l14.jpg | eerbiede werd gerefereert ,
images/3464_NL-HaNA_1.04.02_1657_0023.tif_r5l15.jpg | sullen uw Ed_ee hoogh agtb=ee
images/3465_NL-HaNA_1.04.02_1657_0023.tif_r5l16.jpg | des gelievende klaarlijk konne
images/3466_NL-HaNA_1.04.02_1657_0023.tif_r5l17.jpg | sien, wat daar eijgentlijk
images/3467_NL-HaNA_1.04.02_1657_0023.tif_r5l18.jpg | Van sij; dies nu alleenlijk
images/3468_NL-HaNA_1.04.02_1657_0023.tif_r5l19.jpg | nevens desen voegen , de
images/3469_NL-HaNA_1.04.02_1657_0023.tif_r5l2.jpg | met die sake geheel anders ,
images/3470_NL-HaNA_1.04.02_1657_0023.tif_r5l20.jpg | resolutie , en het rapport , van
images/3471_NL-HaNA_1.04.02_1657_0023.tif_r5l21.jpg | onsen Eersten clerq daar
images/3472_NL-HaNA_1.04.02_1657_0023.tif_r5l22.jpg | toe
images/3473_NL-HaNA_1.04.02_1657_0023.tif_r5l3.jpg | ja sodanig in sijn omstandig ,,
images/3474_NL-HaNA_1.04.02_1657_0023.tif_r5l4.jpg | heden gelegen , dat het onmogelijk :
images/3475_NL-HaNA_1.04.02_1657_0023.tif_r5l5.jpg | te begrijpen sij, hoe een persoon
images/3476_NL-HaNA_1.04.02_1657_0023.tif_r5l6.jpg | van kennise ,dus veel aan
images/3477_NL-HaNA_1.04.02_1657_0023.tif_r5l7.jpg | sijne drifft en passie heeft
images/3478_NL-HaNA_1.04.02_1657_0023.tif_r5l8.jpg | konnen toegeven , om valsheden
images/3479_NL-HaNA_1.04.02_1657_0023.tif_r5l9.jpg | ten papiere te brengen, die
images/3480_NL-HaNA_1.04.02_1663_0459.tif_line_1648554260734_430.jpg | 5.
images/3481_NL-HaNA_1.04.02_1663_0459.tif_line_1649162818420_217.jpg | datum ut Supra .
images/3482_NL-HaNA_1.04.02_1663_0459.tif_line_1649162835784_227.jpg | Ellemeet.
images/3483_NL-HaNA_1.04.02_1663_0459.tif_line_1649163032525_236.jpg | ,,del, ceijlon, als Souratta, mitsg,,s een
images/3484_NL-HaNA_1.04.02_1663_0459.tif_r2l1.jpg | 4.
images/3485_NL-HaNA_1.04.02_1663_0459.tif_r2l11.jpg | ,, 10: ditto ditto van dese regeringe aan gem,,te E: heer
images/3486_NL-HaNA_1.04.02_1663_0459.tif_r2l13.jpg | directeur devos, gedateert 8en,, deser met
images/3487_NL-HaNA_1.04.02_1663_0459.tif_r2l15.jpg | 2. annexe copia reecq,,.ne
images/3488_NL-HaNA_1.04.02_1663_0459.tif_r2l16.jpg | ,, 11 :ditto ditto van als voren, aande gecommitt,,s van
images/3489_NL-HaNA_1.04.02_1663_0459.tif_r2l18.jpg | den Selfden datum.
images/3490_NL-HaNA_1.04.02_1663_0459.tif_r2l19.jpg | ,, 12 ditto ditto van meergem: E: heer directeur deVos, aan
images/3491_NL-HaNA_1.04.02_1663_0459.tif_r2l20.jpg | den E: heer gouverneur en raad alhier gedatt
images/3492_NL-HaNA_1.04.02_1663_0459.tif_r2l21.jpg | den 7en,, deses.
images/3493_NL-HaNA_1.04.02_1663_0459.tif_r2l22.jpg | ,, 13 : ditto ditto van en aan als voren gedateert den
images/3494_NL-HaNA_1.04.02_1663_0459.tif_r2l23.jpg | 8.,,en deser .
images/3495_NL-HaNA_1.04.02_1663_0459.tif_r2l24.jpg | ,, 14: ditto translaat door den E: heer gouverneur aanden
images/3496_NL-HaNA_1.04.02_1663_0459.tif_r2l25.jpg | Sabandhaar van möar.
images/3497_NL-HaNA_1.04.02_1663_0459.tif_r2l26.jpg | ,, 15: ditto Instructie aanden E: independent fiscaal m,,r
images/3498_NL-HaNA_1.04.02_1663_0459.tif_r2l28.jpg | aarnout van alsem daar dese regeringe
images/3499_NL-HaNA_1.04.02_1663_0459.tif_r2l29.jpg | mede gegeven naar het verongelukte Schip
images/3500_NL-HaNA_1.04.02_1663_0459.tif_r2l3.jpg | Van Malacca Den 19,,en Janu: a,,o 1702.
images/3501_NL-HaNA_1.04.02_1663_0459.tif_r2l30.jpg | Bambeeck gedat,,t den 10,,en deser ,
images/3502_NL-HaNA_1.04.02_1663_0459.tif_r2l31.jpg | ,, 16: ditto missive van welgem:n E: heer gouverneur
images/3503_NL-HaNA_1.04.02_1663_0459.tif_r2l32.jpg | en raad aanden E: heer directeur deVos ,
images/3504_NL-HaNA_1.04.02_1663_0459.tif_r2l33.jpg | op den Selvigen datom.
images/3505_NL-HaNA_1.04.02_1663_0459.tif_r2l34.jpg | ,, 17: ditto missive van als voren aanden E: fiscaal m,,r
images/3506_NL-HaNA_1.04.02_1663_0459.tif_r2l35.jpg | Aarnoud van alsem, en de gecommitt,,s
images/3507_NL-HaNA_1.04.02_1663_0459.tif_r2l37.jpg | ,, 18 ditto Instructie voor den geweldiger Maarten Swen
images/3508_NL-HaNA_1.04.02_1663_0459.tif_r2l38.jpg | van 11,,en deser.
images/3509_NL-HaNA_1.04.02_1663_0459.tif_r2l39.jpg | N,,o 19.
images/3510_NL-HaNA_1.04.02_1663_0459.tif_r2l4.jpg | N,,o 8 copia attestatie van de Scheeps timmerlieden
images/3511_NL-HaNA_1.04.02_1663_0459.tif_r2l5.jpg | nopende de gesteltheijt van het Schip
images/3512_NL-HaNA_1.04.02_1663_0459.tif_r2l6.jpg | Bambeek vanden Selfden datum.
images/3513_NL-HaNA_1.04.02_1663_0459.tif_r2l7.jpg | ,, 9e,, ditto missive vande gecommitteerdens uijt desen
images/3514_NL-HaNA_1.04.02_1663_0459.tif_r2l8.jpg | gouvernemente gesz:n aan den E: heer
images/3515_NL-HaNA_1.04.02_1663_0459.tif_r2l9.jpg | gouvern,,r en raad alhier datum utsupra.
images/3516_NL-HaNA_1.04.02_1663_0459.tif_r3l1.jpg | Van Malacca den 19,,en Januarij A,,o 1702,, .
images/3517_NL-HaNA_1.04.02_1663_0459.tif_r3l10.jpg | Ellemeet.
images/3518_NL-HaNA_1.04.02_1663_0459.tif_r3l11.jpg | ,,22: ditto missive vanden E: independ,,t fiscaal en
images/3519_NL-HaNA_1.04.02_1663_0459.tif_r3l13.jpg | gecommitt,,s aan welgem:n E: heer gouver,,r
images/3520_NL-HaNA_1.04.02_1663_0459.tif_r3l14.jpg | en raad gedateert den 14,,en deser;
images/3521_NL-HaNA_1.04.02_1663_0459.tif_r3l15.jpg | ,, 23: ditto corte Notitie van het dagelijxs opgeviste
images/3522_NL-HaNA_1.04.02_1663_0459.tif_r3l16.jpg | coper en thin, uijt het verongelukte Schip
images/3523_NL-HaNA_1.04.02_1663_0459.tif_r3l17.jpg | Bambeeck
images/3524_NL-HaNA_1.04.02_1663_0459.tif_r3l19.jpg | ,, 24: ditto missive van den E: independ,,t fiscaal gesz:n
images/3525_NL-HaNA_1.04.02_1663_0459.tif_r3l2.jpg | N,,o 19: copia translaat missive vanden Sabandhaar tot
images/3526_NL-HaNA_1.04.02_1663_0459.tif_r3l22.jpg | aanden E: heer J: Pelgrom directeur in
images/3527_NL-HaNA_1.04.02_1663_0459.tif_r3l23.jpg | Bengale. gedateert 10,,en Januarij.
images/3528_NL-HaNA_1.04.02_1663_0459.tif_r3l24.jpg | ,, 25 ditto resolutien genomen in politiquen rade van
images/3529_NL-HaNA_1.04.02_1663_0459.tif_r3l27.jpg | Malacca wegens het verongelukte Schip
images/3530_NL-HaNA_1.04.02_1663_0459.tif_r3l28.jpg | Bambeecq.
images/3531_NL-HaNA_1.04.02_1663_0459.tif_r3l3.jpg | möar aan Intje aron, hooft den alhier zijnde
images/3532_NL-HaNA_1.04.02_1663_0459.tif_r3l30.jpg | ,, 26 ditto facturen en cognoissementen van het geladene
images/3533_NL-HaNA_1.04.02_1663_0459.tif_r3l32.jpg | in het Schip Ellemeet, soo voor chorman,,
images/3534_NL-HaNA_1.04.02_1663_0459.tif_r3l34.jpg | copie quitantie van eenige overgescheepte
images/3535_NL-HaNA_1.04.02_1663_0459.tif_r3l35.jpg | provisien, ammonitie &,,a uijt het ver,,
images/3536_NL-HaNA_1.04.02_1663_0459.tif_r3l36.jpg | ongelukte Schip Bambeecq inde
images/3537_NL-HaNA_1.04.02_1663_0459.tif_r3l38.jpg | 27: ditto cognoissementen vande goederen die
images/3538_NL-HaNA_1.04.02_1663_0459.tif_r3l40.jpg | Successive uijt het verongelukte Schip
images/3539_NL-HaNA_1.04.02_1663_0459.tif_r3l41.jpg | Bambeecq.
images/3540_NL-HaNA_1.04.02_1663_0459.tif_r3l5.jpg | maleijers, gesz:n
images/3541_NL-HaNA_1.04.02_1663_0459.tif_r3l6.jpg | ,, 20: ditto missive van welgem:n E.h:r directeur deVos,
images/3542_NL-HaNA_1.04.02_1663_0459.tif_r3l7.jpg | aanden E: heer gouverneur en raad alhier
images/3543_NL-HaNA_1.04.02_1663_0459.tif_r3l8.jpg | gedateert den 12,,en deser.
images/3544_NL-HaNA_1.04.02_1663_0459.tif_r3l9.jpg | ,, 21: ditto resolutie genomen den 10,,en deser in het Schip
images/3545_NL-HaNA_1.04.02_1727_0039.tif_line_1648554823107_470.jpg | de kleeren van gem: gecom:
images/3546_NL-HaNA_1.04.02_1727_0039.tif_line_1648554842009_475.jpg | geduurende de togt zo
images/3547_NL-HaNA_1.04.02_1727_0039.tif_line_1648554866926_480.jpg | geschoncken als geconsu
images/3548_NL-HaNA_1.04.02_1727_0039.tif_line_1648554880234_485.jpg | =meert.
images/3549_NL-HaNA_1.04.02_1727_0039.tif_line_1648554954699_504.jpg | zijn hier op uw ho Ed.s approb:
images/3550_NL-HaNA_1.04.02_1727_0039.tif_line_1648554975906_509.jpg | goetgedaan .
images/3551_NL-HaNA_1.04.02_1727_0039.tif_line_1648555037802_528.jpg | op de Noorder Eijlande
images/3552_NL-HaNA_1.04.02_1727_0039.tif_line_1648555056073_533.jpg | is alles in rust en
images/3553_NL-HaNA_1.04.02_1727_0039.tif_line_1648555068549_538.jpg | vrede
images/3554_NL-HaNA_1.04.02_1727_0039.tif_line_1648555123210_560.jpg | uijtgenomen dat de Con. van
images/3555_NL-HaNA_1.04.02_1727_0039.tif_line_1648555145631_565.jpg | tamboecan heeft geklaagt dat
images/3556_NL-HaNA_1.04.02_1727_0039.tif_line_1648555165498_570.jpg | die van Saloerang haar onder
images/3557_NL-HaNA_1.04.02_1727_0039.tif_line_1648555184071_575.jpg | hem niet wilden submitteren
images/3558_NL-HaNA_1.04.02_1727_0039.tif_line_1648556974039_638.jpg | Van ternaten den 7=en Junij a:o 1706
images/3559_NL-HaNA_1.04.02_1727_0039.tif_line_1649163336290_254.jpg | 29
images/3560_NL-HaNA_1.04.02_1727_0039.tif_line_1649163751326_267.jpg | d 'E. Comp:e met ijets anders te erkennen .
images/3561_NL-HaNA_1.04.02_1727_0039.tif_line_1649677906572_438.jpg | ,, Bij
images/3562_NL-HaNA_1.04.02_1727_0039.tif_r1l11.jpg | feb=rij pass.o in onsen rade over een oncostrekeningetje
images/3563_NL-HaNA_1.04.02_1727_0039.tif_r1l14.jpg | van zodanige cleeden als zij genootsaakt zijn geweest
images/3564_NL-HaNA_1.04.02_1727_0039.tif_r1l15.jpg | tot eenige smalle geschenckjes aan sommige Inlanderen
images/3565_NL-HaNA_1.04.02_1727_0039.tif_r1l16.jpg | aldaar, als incoopen van vervarssing voor d'Europeanen
images/3566_NL-HaNA_1.04.02_1727_0039.tif_r1l17.jpg | en mede geweest zijnde Ternatanen te moeten verstrecken
images/3567_NL-HaNA_1.04.02_1727_0039.tif_r1l18.jpg | 't welk wij haar om reden ,, de resolutie van dien eijgen
images/3568_NL-HaNA_1.04.02_1727_0039.tif_r1l20.jpg | datum in 't bneede ter mede gestelt, op uw EE. oog Ed.s
images/3569_NL-HaNA_1.04.02_1727_0039.tif_r1l22.jpg | g'eerde approbatie hebben laten valideren , die wij
